Sigma,Simulation,Model,Model_Key,Model_Family,RMSE,MAE,MAPE,R2,Perturbation_Std_ppm,Test_Comparison_Target,Status,Rank_By_RMSE,Is_Best_By_RMSE
0.5,84,Cubic,cubic,annual_fit,2.831739465180818,2.5102833465100503,0.6139095529719196,0.845629798232787,0.5,original_true_test_data,,3.0,False
0.5,84,Quartic,quartic,annual_fit,2.835268262192863,2.426390747530655,0.5929059763568407,0.8452448189432689,0.5,original_true_test_data,,4.0,False
0.5,84,Exponential,exponential,annual_fit,8.647205831939814,8.307060576175768,2.0398137716469784,-0.43948942345038255,0.5,original_true_test_data,,5.0,False
0.5,84,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.371561160962022,2.1694805271167352,0.5313947719120433,0.8917256604286584,0.5,original_true_test_data,ok,2.0,False
0.5,93,Quadratic,quadratic,annual_fit,1.7087232750847845,1.4675625322423513,0.3585286759495955,0.9437917123371579,0.5,original_true_test_data,,2.0,False
0.5,93,Cubic,cubic,annual_fit,2.6975019239548996,2.4018230938440355,0.5875106546490974,0.8599186201573732,0.5,original_true_test_data,,3.0,False
0.5,93,Quartic,quartic,annual_fit,4.802257570331594,4.150110653647545,1.014169999771843,0.5560359704866042,0.5,original_true_test_data,,4.0,False
0.5,93,Exponential,exponential,annual_fit,8.62025322103335,8.277557796203945,2.032510040526496,-0.43052987419397915,0.5,original_true_test_data,,5.0,False
0.5,93,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.2272695933805364,1.023362051599139,0.24981901823061528,0.9710040839633065,0.5,original_true_test_data,ok,1.0,True
0.5,91,Quadratic,quadratic,annual_fit,1.6708787672520615,1.4096927793995178,0.34414287036366764,0.9462539235815656,0.5,original_true_test_data,,2.0,False
0.5,91,Cubic,cubic,annual_fit,3.347122417282703,2.987863573911261,0.7308992322599827,0.7843248653847986,0.5,original_true_test_data,,3.0,False
0.5,91,Quartic,quartic,annual_fit,4.061545109240804,3.4824338561505157,0.8508246711673223,0.6824300161764046,0.5,original_true_test_data,,4.0,False
0.5,91,Exponential,exponential,annual_fit,8.237544835190135,7.89135183825357,1.937379363759891,-0.306328697521391,0.5,original_true_test_data,,5.0,False
0.5,91,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.8022363379689601,0.6988452961707992,0.17105570940370723,0.9876102784950105,0.5,original_true_test_data,ok,1.0,True
0.5,82,Quadratic,quadratic,annual_fit,1.5399494325774632,1.3062021341617196,0.3189794678386946,0.9543469491861101,0.5,original_true_test_data,,2.0,False
0.5,82,Cubic,cubic,annual_fit,2.9849133659264058,2.671486727181474,0.6536029984109858,0.8284777969434298,0.5,original_true_test_data,,4.0,False
0.5,82,Quartic,quartic,annual_fit,2.732807262198422,2.3052383629299755,0.5630033664281856,0.8562278090478209,0.5,original_true_test_data,,3.0,False
0.5,82,Exponential,exponential,annual_fit,8.749198898233598,8.410377454385928,2.0652709608992854,-0.47364699890314554,0.5,original_true_test_data,,5.0,False
0.5,82,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.457709139645017,1.2608308786421447,0.308181976393688,0.9590929050968557,0.5,original_true_test_data,ok,1.0,True
0.5,88,Quadratic,quadratic,annual_fit,1.3129605161470352,1.0856031820045586,0.26491444933778635,0.9668135943954583,0.5,original_true_test_data,,1.0,True
0.5,88,Cubic,cubic,annual_fit,2.2830011869460423,1.9725040570839951,0.48190067850217516,0.8996611407190231,0.5,original_true_test_data,,3.0,False
0.5,88,Quartic,quartic,annual_fit,3.903080761171568,3.4242985827447625,0.837397519110238,0.7067270821644166,0.5,original_true_test_data,,4.0,False
0.5,88,Exponential,exponential,annual_fit,8.45407324830585,8.110179716142449,1.9912852102406768,-0.37590642134197005,0.5,original_true_test_data,,5.0,False
0.5,88,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.3886815633787402,1.1706364227420807,0.2858397931718962,0.96287536228818,0.5,original_true_test_data,ok,2.0,False
0.5,92,Quadratic,quadratic,annual_fit,1.8627468567331067,1.6268941913136246,0.3977065443272783,0.9332018302256238,0.5,original_true_test_data,,2.0,False
0.5,92,Cubic,cubic,annual_fit,3.089408174148807,2.781125676957447,0.6806021521723519,0.8162584111876366,0.5,original_true_test_data,,4.0,False
0.5,92,Quartic,quartic,annual_fit,0.9716087113953874,0.7204377013152395,0.1755061089084975,0.9818264535711053,0.5,original_true_test_data,,1.0,True
0.5,92,Exponential,exponential,annual_fit,8.669789397428014,8.326705767240407,2.0446036142543114,-0.4470181570725793,0.5,original_true_test_data,,5.0,False
0.5,92,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.2832869727914415,2.0561573762357286,0.5032633766343939,0.899636018331279,0.5,original_true_test_data,ok,3.0,False
0.5,97,Quadratic,quadratic,annual_fit,1.381837562486981,1.1440247593806987,0.2791608123858807,0.9632403918985432,0.5,original_true_test_data,,2.0,False
0.5,97,Cubic,cubic,annual_fit,2.131778462185632,1.821240233253161,0.44475438228578573,0.9125135034976942,0.5,original_true_test_data,,3.0,False
0.5,97,Quartic,quartic,annual_fit,5.322893431975507,4.690735309940555,1.1471581204297459,0.45455316311237703,0.5,original_true_test_data,,4.0,False
0.5,97,Exponential,exponential,annual_fit,8.272221738030686,7.925486581587791,1.9457739998649846,-0.31735013190407946,0.5,original_true_test_data,,5.0,False
0.5,97,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.6755842591725271,0.6033222109647852,0.14789318854478706,0.9912134996820537,0.5,original_true_test_data,ok,1.0,True
0.5,95,Quadratic,quadratic,annual_fit,2.1576642175334815,1.9375219302123128,0.4741802214692058,0.9103759421108332,0.5,original_true_test_data,,2.0,False
0.5,95,Cubic,cubic,annual_fit,3.6604398647757246,3.3450131108340715,0.8191483479074428,0.7420571834191283,0.5,original_true_test_data,,4.0,False
0.5,95,Quartic,quartic,annual_fit,0.5706029603943014,0.4394943715967884,0.10743516152226738,0.9937320586240391,0.5,original_true_test_data,,1.0,True
0.5,95,Exponential,exponential,annual_fit,8.777943348464435,8.439632379286724,2.072481648535095,-0.48334588821134883,0.5,original_true_test_data,,5.0,False
0.5,95,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,3.175187370491182,2.942326048394148,0.7210795195087575,0.8059133778359806,0.5,original_true_test_data,ok,3.0,False
0.5,89,Quadratic,quadratic,annual_fit,1.2006117961382408,0.9735554797271846,0.23747651518075372,0.9722500569059204,0.5,original_true_test_data,,2.0,False
0.5,89,Cubic,cubic,annual_fit,1.859840980303258,1.5607468287918096,0.3808987088911393,0.9334100773346904,0.5,original_true_test_data,,3.0,False
0.5,89,Quartic,quartic,annual_fit,4.861257362834659,4.311064945997879,1.0546189191802136,0.5450600111049507,0.5,original_true_test_data,,4.0,False
0.5,89,Exponential,exponential,annual_fit,8.343887204142458,7.99763612627977,1.9635427589364145,-0.34027443519702194,0.5,original_true_test_data,,5.0,False
0.5,89,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.9346613530568499,0.857627039760979,0.21277863773060085,0.9831823443442124,0.5,original_true_test_data,ok,1.0,True
0.5,94,Quadratic,quadratic,annual_fit,1.8168350033159018,1.575065595258667,0.384921753700497,0.9364540521943223,0.5,original_true_test_data,,2.0,False
0.5,94,Cubic,cubic,annual_fit,2.623062235851815,2.3361147238005513,0.571450589983912,0.8675432561389074,0.5,original_true_test_data,,4.0,False
0.5,94,Quartic,quartic,annual_fit,2.5307640269064575,2.144443852061778,0.5238632926856192,0.8767008195086822,0.5,original_true_test_data,,3.0,False
0.5,94,Exponential,exponential,annual_fit,8.529947432798652,8.187460887003732,2.010332627773891,-0.4007144029377787,0.5,original_true_test_data,,5.0,False
0.5,94,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.4997452283567176,1.2527043065315808,0.3057311370173228,0.956699604566199,0.5,original_true_test_data,ok,1.0,True
0.5,85,Quadratic,quadratic,annual_fit,1.593679136952436,1.3444659487148158,0.32823504494953115,0.951105651987142,0.5,original_true_test_data,,2.0,False
0.5,85,Cubic,cubic,annual_fit,3.219516701856475,2.874687207395641,0.7032282178105242,0.8004561948433538,0.5,original_true_test_data,,4.0,False
0.5,85,Quartic,quartic,annual_fit,2.4682696464604335,2.0741586175817472,0.5065628034452682,0.8827151032574827,0.5,original_true_test_data,,3.0,False
0.5,85,Exponential,exponential,annual_fit,8.549757242344333,8.203286554416371,2.0141661075169903,-0.4072279497996636,0.5,original_true_test_data,,5.0,False
0.5,85,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.0017116243034885,0.8103001110006005,0.1977163569869677,0.9806828829268336,0.5,original_true_test_data,ok,1.0,True
0.5,100,Quadratic,quadratic,annual_fit,2.1681820054947445,1.9308403826863696,0.4723621148381224,0.9095000464539863,0.5,original_true_test_data,,2.0,False
0.5,100,Cubic,cubic,annual_fit,4.111194712149519,3.75040841152844,0.9183279457282898,0.6746184100451054,0.5,original_true_test_data,,4.0,False
0.5,100,Quartic,quartic,annual_fit,1.4213648073557883,1.015706793793214,0.24693033047836008,0.9611073082792545,0.5,original_true_test_data,,1.0,True
0.5,100,Exponential,exponential,annual_fit,8.623993177874695,8.27855504245037,2.0327122658991574,-0.43177143414492747,0.5,original_true_test_data,,5.0,False
0.5,100,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.7846305700211875,2.570347241241774,0.6298153077887434,0.8507232889300883,0.5,original_true_test_data,ok,3.0,False
0.5,87,Quadratic,quadratic,annual_fit,1.6341180974377054,1.4063992903816314,0.3436331674654967,0.9485928219594002,0.5,original_true_test_data,,2.0,False
0.5,87,Cubic,cubic,annual_fit,3.5069679142848758,3.169059955439883,0.7756513254072828,0.7632333824990559,0.5,original_true_test_data,,4.0,False
0.5,87,Quartic,quartic,annual_fit,1.0538579786543993,0.7714368615354885,0.18780003003077422,0.9786193423023675,0.5,original_true_test_data,,1.0,True
0.5,87,Exponential,exponential,annual_fit,8.827943244151383,8.488676351496741,2.0845408789798325,-0.5002925391123494,0.5,original_true_test_data,,5.0,False
0.5,87,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.189056183589339,1.9817937658090954,0.4851963962085008,0.9077490810283846,0.5,original_true_test_data,ok,3.0,False
0.5,99,Quadratic,quadratic,annual_fit,1.3464389916314348,1.1220938283042075,0.2738786851098015,0.965099612847918,0.5,original_true_test_data,,2.0,False
0.5,99,Cubic,cubic,annual_fit,3.0483708815790944,2.7077382621188066,0.6622428785212751,0.8211073514775129,0.5,original_true_test_data,,4.0,False
0.5,99,Quartic,quartic,annual_fit,2.9327460887321326,2.5054316066096987,0.6121645939519251,0.834420787275122,0.5,original_true_test_data,,3.0,False
0.5,99,Exponential,exponential,annual_fit,8.518289610522352,8.17937731438522,2.0083989279266237,-0.39688832519483563,0.5,original_true_test_data,,5.0,False
0.5,99,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.9641201782079954,0.7830577887678658,0.19109506442117155,0.9821055139472759,0.5,original_true_test_data,ok,1.0,True
0.5,96,Quadratic,quadratic,annual_fit,1.273712679643569,1.0572606798028914,0.2580432699576211,0.968767997614458,0.5,original_true_test_data,,2.0,False
0.5,96,Cubic,cubic,annual_fit,2.35985339559046,2.0601559757326755,0.5035279929560698,0.8927920647515083,0.5,original_true_test_data,,3.0,False
0.5,96,Quartic,quartic,annual_fit,4.333569333070948,3.7843300708421905,0.925210543879099,0.6384666350742378,0.5,original_true_test_data,,4.0,False
0.5,96,Exponential,exponential,annual_fit,8.7195328329682,8.379056249931875,2.0575333554963255,-0.4636704988770495,0.5,original_true_test_data,,5.0,False
0.5,96,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.6171907199394204,0.44822456047797343,0.1120706901446324,0.9926667640368606,0.5,original_true_test_data,ok,1.0,True
0.5,98,Quadratic,quadratic,annual_fit,2.0048680988973167,1.7766266883429467,0.43456274750692664,0.9226200409114828,0.5,original_true_test_data,,2.0,False
0.5,98,Cubic,cubic,annual_fit,4.370334834288119,3.992016447844702,0.9775422454872797,0.6323061987001433,0.5,original_true_test_data,,4.0,False
0.5,98,Quartic,quartic,annual_fit,0.5821799511098418,0.4971504806976668,0.12273248232161044,0.9934751373305646,0.5,original_true_test_data,,1.0,True
0.5,98,Exponential,exponential,annual_fit,8.810106870520148,8.466697435621706,2.079063370903667,-0.49423614653832737,0.5,original_true_test_data,,5.0,False
0.5,98,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.985944901678734,2.7682385444323643,0.6784419988995141,0.8283592260937523,0.5,original_true_test_data,ok,3.0,False
0.5,90,Quadratic,quadratic,annual_fit,1.3592474799198455,1.1350920362758472,0.27706761439438177,0.9644324494214593,0.5,original_true_test_data,,2.0,False
0.5,90,Cubic,cubic,annual_fit,2.823657379338678,2.4998475373672817,0.611322567799282,0.8465097187187381,0.5,original_true_test_data,,4.0,False
0.5,90,Quartic,quartic,annual_fit,2.511321225242534,2.1430971752164623,0.523688104208575,0.8785880542177006,0.5,original_true_test_data,,3.0,False
0.5,90,Exponential,exponential,annual_fit,8.619098982838999,8.27903035871015,2.032914181501936,-0.43014680849232234,0.5,original_true_test_data,,5.0,False
0.5,90,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.1434612308550285,0.955492307954944,0.23333529188589233,0.9748290403414875,0.5,original_true_test_data,ok,1.0,True
